,State,year,Brand and Model,Count
1505,Minnesota,2017,BMW i3,12
1506,Minnesota,2017,BMW i3 REx,39
1507,Minnesota,2017,BMW i8,5
1508,Minnesota,2017,Cadillac ELR,10
1509,Minnesota,2017,Chevrolet Bolt EV,151
1510,Minnesota,2017,Chevrolet Spark,1
1511,Minnesota,2017,Chevrolet Volt,707
1512,Minnesota,2017,Chrysler Pacifica,76
1513,Minnesota,2017,E-Ride EXV,1
1514,Minnesota,2017,Fiat 500e,20
1515,Minnesota,2017,Fisker Karma,4
1516,Minnesota,2017,Ford C-Max Energi,201
1517,Minnesota,2017,Ford Focus EV,13
1518,Minnesota,2017,Ford Fusion Energi,182
1519,Minnesota,2017,Ford Think Neighbor,1
1520,Minnesota,2017,GEM NEV,28
1521,Minnesota,2017,Honda Clarity Plug In,7
1522,Minnesota,2017,Hyundai Sonata Plug In,4
1523,Minnesota,2017,Kia Optima Plug In,4
1524,Minnesota,2017,Kia Soul EV,1
1525,Minnesota,2017,Mercedes B-Class Electric,3
1526,Minnesota,2017,Mercedes GLE55e,2
1527,Minnesota,2017,Mini Countryman Plug In,3
1528,Minnesota,2017,Mitsubishi Outlander Plug In,4
1529,Minnesota,2017,Mitsubishi i,11
1530,Minnesota,2017,Nissan Leaf,404
1531,Minnesota,2017,Porsche Cayenne S E-Hybrid,9
1532,Minnesota,2017,Porsche Panamera S E-Hybrid,2
1533,Minnesota,2017,Tesla Model 3,1
1534,Minnesota,2017,Tesla Model S,463
1535,Minnesota,2017,Tesla Model X,197
1536,Minnesota,2017,Tesla Roadster,6
1537,Minnesota,2017,Toyota Prius Plug-in,55
1538,Minnesota,2017,Toyota Prius Prime,95
1539,Minnesota,2017,Toyota RAV4 EV,2
1540,Minnesota,2017,Volkswagen e-Golf,17
1541,Minnesota,2017,Volvo XC60 Plug In,14
1542,Minnesota,2017,Volvo XC90 Plug In,43
1543,Minnesota,2018,Audi A3 Plug In,101
1544,Minnesota,2018,Azure Transit Connect,12
1545,Minnesota,2018,BMW 3-Series Plug in,15
1546,Minnesota,2018,BMW 5-Series Plug in,91
1547,Minnesota,2018,BMW 7-Series Plug in,10
1548,Minnesota,2018,BMW X5,191
1549,Minnesota,2018,BMW i3,93
1550,Minnesota,2018,BMW i3 REx,255
1551,Minnesota,2018,BMW i8,35
1552,Minnesota,2018,Cadillac ELR,35
1553,Minnesota,2018,Chevrolet Bolt EV,649
1554,Minnesota,2018,Chevrolet S10 Electric,1
1555,Minnesota,2018,Chevrolet Spark,27
1556,Minnesota,2018,Chevrolet Volt,3095
1557,Minnesota,2018,Chrysler Pacifica,456
1558,Minnesota,2018,E-Ride EXV,33
1559,Minnesota,2018,Fiat 500e,71
1560,Minnesota,2018,Fisker Karma,9
1561,Minnesota,2018,Ford C-Max Energi,808
1562,Minnesota,2018,Ford Focus EV,51
1563,Minnesota,2018,Ford Fusion Energi,881
1564,Minnesota,2018,Ford Ranger,2
1565,Minnesota,2018,Ford Think Neighbor,3
1566,Minnesota,2018,GEM NEV,174
1567,Minnesota,2018,HINO 195,1
1568,Minnesota,2018,Honda Accord Plug In,3
1569,Minnesota,2018,Honda Clarity Plug In,217
1570,Minnesota,2018,Hyundai Ioniq EV,2
1571,Minnesota,2018,Hyundai Ioniq Plug In,4
1572,Minnesota,2018,Hyundai Sonata Plug In,19
1573,Minnesota,2018,Jaguar I-Pace,3
1574,Minnesota,2018,Kia Niro EV,4
1575,Minnesota,2018,Kia Niro Plug In,53
1576,Minnesota,2018,Kia Optima Plug In,15
1577,Minnesota,2018,Kia Soul EV,6
1578,Minnesota,2018,Mclaren P1,1
1579,Minnesota,2018,Mercedes B-Class Electric,7
1580,Minnesota,2018,Mercedes GLC 350e Hybrid,6
1581,Minnesota,2018,Mercedes GLE55e,5
1582,Minnesota,2018,Mercedes S550e,1
1583,Minnesota,2018,Miles ZX40ST,3
1584,Minnesota,2018,Mini Countryman Plug In,35
1585,Minnesota,2018,Mitsubishi Outlander Plug In,306
1586,Minnesota,2018,Mitsubishi i,44
1587,Minnesota,2018,Nissan Leaf,1943
1588,Minnesota,2018,Porsche 918 Spyder,4
1589,Minnesota,2018,Porsche Cayenne S E-Hybrid,65
1590,Minnesota,2018,Porsche Panamera S E-Hybrid,32
1591,Minnesota,2018,Smart forTwo EV,23
1592,Minnesota,2018,Smart forTwo EV Cabrio,9
1593,Minnesota,2018,Tesla Model 3,2146
1594,Minnesota,2018,Tesla Model S,1989
1595,Minnesota,2018,Tesla Model X,816
1596,Minnesota,2018,Tesla Roadster,9
1597,Minnesota,2018,Toyota Prius Plug-in,317
1598,Minnesota,2018,Toyota Prius Prime,488
1599,Minnesota,2018,Toyota RAV4 EV,8
1600,Minnesota,2018,Volkswagen e-Golf,94
1601,Minnesota,2018,Volvo S90 Plug In,6
1602,Minnesota,2018,Volvo XC60 Plug In,104
1603,Minnesota,2018,Volvo XC90 Plug In,195
1604,Minnesota,2018,Wheego Life,1
1605,Minnesota,2019,Audi A3 Plug In,32
1606,Minnesota,2019,Audi e-tron,81
1607,Minnesota,2019,Azure Transit Connect,1
1608,Minnesota,2019,BMW 3-Series Plug in,9
1609,Minnesota,2019,BMW 5-Series Plug in,54
1610,Minnesota,2019,BMW 7-Series Plug in,3
1611,Minnesota,2019,BMW X5,58
1612,Minnesota,2019,BMW i3,23
1613,Minnesota,2019,BMW i3 REx,94
1614,Minnesota,2019,BMW i8,14
1615,Minnesota,2019,Cadillac CT6,1
1616,Minnesota,2019,Cadillac ELR,6
1617,Minnesota,2019,Chevrolet Bolt EV,358
1618,Minnesota,2019,Chevrolet Spark,12
1619,Minnesota,2019,Chevrolet Volt,937
1620,Minnesota,2019,Chrysler Pacifica,180
1621,Minnesota,2019,E-Ride EXV,1
1622,Minnesota,2019,Fiat 500e,32
1623,Minnesota,2019,Fisker Karma,1
1624,Minnesota,2019,Ford C-Max Energi,259
1625,Minnesota,2019,Ford Focus EV,16
1626,Minnesota,2019,Ford Fusion Energi,293
1627,Minnesota,2019,Ford Think Neighbor,1
1628,Minnesota,2019,GEM NEV,33
1629,Minnesota,2019,Honda Clarity Plug In,90
1630,Minnesota,2019,Hyundai Ioniq Plug In,6
1631,Minnesota,2019,Hyundai Kona Electric,13
1632,Minnesota,2019,Hyundai Sonata Plug In,12
1633,Minnesota,2019,Jaguar I-Pace,20
1634,Minnesota,2019,Kia Niro EV,12
1635,Minnesota,2019,Kia Niro Plug In,61
1636,Minnesota,2019,Kia Optima Plug In,4
1637,Minnesota,2019,Kia Soul EV,1
1638,Minnesota,2019,Mercedes B-Class Electric,4
1639,Minnesota,2019,Mercedes GLC 350e Hybrid,24
1640,Minnesota,2019,Mercedes GLE55e,1
1641,Minnesota,2019,Mini Countryman Plug In,14
1642,Minnesota,2019,Mitsubishi Outlander Plug In,178
1643,Minnesota,2019,Mitsubishi i,6
1644,Minnesota,2019,Nissan Leaf,675
1645,Minnesota,2019,Porsche Cayenne S E-Hybrid,26
1646,Minnesota,2019,Porsche Panamera S E-Hybrid,13
1647,Minnesota,2019,Smart forTwo EV,8
1648,Minnesota,2019,Smart forTwo EV Cabrio,2
1649,Minnesota,2019,Subaru Crosstrek Hybrid,1
1650,Minnesota,2019,Tesla Model 3,1875
1651,Minnesota,2019,Tesla Model S,683
1652,Minnesota,2019,Tesla Model X,382
1653,Minnesota,2019,Tesla Roadster,3
1654,Minnesota,2019,Toyota Prius Plug-in,62
1655,Minnesota,2019,Toyota Prius Prime,236
1656,Minnesota,2019,Toyota RAV4 EV,2
1657,Minnesota,2019,Volkswagen e-Golf,97
1658,Minnesota,2019,Volvo S60 Plug In,12
1659,Minnesota,2019,Volvo S90 Plug In,8
1660,Minnesota,2019,Volvo XC60 Plug In,47
1661,Minnesota,2019,Volvo XC90 Plug In,48
1662,Minnesota,2020,Audi A3 Plug In,3
1663,Minnesota,2020,Audi e-tron,8
1664,Minnesota,2020,BMW 5-Series Plug in,2
1665,Minnesota,2020,BMW X5,2
1666,Minnesota,2020,BMW i3,4
1667,Minnesota,2020,BMW i3 REx,2
1668,Minnesota,2020,Cadillac ELR,1
1669,Minnesota,2020,Chevrolet Bolt EV,14
1670,Minnesota,2020,Chevrolet Spark,1
1671,Minnesota,2020,Chevrolet Volt,29
1672,Minnesota,2020,Chrysler Pacifica,4
1673,Minnesota,2020,Fiat 500e,4
1674,Minnesota,2020,Ford C-Max Energi,7
1675,Minnesota,2020,Ford Fusion Energi,7
1676,Minnesota,2020,Hyundai Sonata Plug In,1
1677,Minnesota,2020,Jaguar I-Pace,4
1678,Minnesota,2020,Kia Niro Plug In,9
1679,Minnesota,2020,Mini Countryman Plug In,1
1680,Minnesota,2020,Mitsubishi Outlander Plug In,7
1681,Minnesota,2020,Mitsubishi i,2
1682,Minnesota,2020,Nissan Leaf,34
1683,Minnesota,2020,Porsche Cayenne S E-Hybrid,1
1684,Minnesota,2020,Tesla Model 3,112
1685,Minnesota,2020,Tesla Model S,24
1686,Minnesota,2020,Tesla Model X,13
1687,Minnesota,2020,Toyota Prius Plug-in,4
1688,Minnesota,2020,Toyota Prius Prime,12
1689,Minnesota,2020,Volkswagen e-Golf,3
1690,Minnesota,2020,Volvo XC60 Plug In,1
1691,Minnesota,2020,Volvo XC90 Plug In,2
1692,Montana,2003,GEM NEV,1
1693,Montana,2004,GEM NEV,9
1694,Montana,2005,GEM NEV,3
1695,Montana,2006,Ford Think Neighbor,1
1696,Montana,2007,GEM NEV,1
1697,Montana,2008,Miles EV,9
1698,Montana,2008,Miles ZX40ST,2
1699,Montana,2008,ZAP EV,2
1700,Montana,2009,GEM NEV,10
1701,Montana,2010,GEM NEV,7
1702,Montana,2011,GEM NEV,3
1703,Montana,2011,Tesla Roadster,3
1704,Montana,2012,Chevrolet Volt,1
1705,Montana,2012,Fisker Karma,1
1706,Montana,2012,Ford Ranger,2
1707,Montana,2012,Ford Think Neighbor,2
1708,Montana,2012,GEM NEV,7
1709,Montana,2012,Nissan Leaf,1
1710,Montana,2013,Chevrolet Volt,8
1711,Montana,2013,Fisker Karma,2
1712,Montana,2013,Ford C-Max Energi,1
1713,Montana,2013,GEM NEV,4
1714,Montana,2013,Miles ZX40ST,1
1715,Montana,2013,Nissan Leaf,3
1716,Montana,2013,Tesla Model S,5
1717,Montana,2014,BMW i8,3
1718,Montana,2014,Cadillac ELR,1
1719,Montana,2014,Chevrolet Volt,7
1720,Montana,2014,Fisker Karma,1
1721,Montana,2014,GEM NEV,8
1722,Montana,2014,Mclaren P1,1
1723,Montana,2014,Nissan Leaf,2
1724,Montana,2014,Smart forTwo EV,2
1725,Montana,2014,Tesla Model S,7
1726,Montana,2014,Tesla Roadster,1
1727,Montana,2015,BMW i8,2
1728,Montana,2015,Cadillac ELR,1
1729,Montana,2015,Chevrolet Volt,6
1730,Montana,2015,Ford C-Max Energi,1
1731,Montana,2015,Ford Fusion Energi,1
1732,Montana,2015,Ford Think Neighbor,2
1733,Montana,2015,GEM NEV,8
1734,Montana,2015,Mclaren P1,3
1735,Montana,2015,Porsche 918 Spyder,9
1736,Montana,2015,Smart forTwo EV,1
1737,Montana,2015,Tesla Model S,10
1738,Montana,2015,Toyota Prius Plug-in,1
1739,Montana,2016,BMW i8,3
1740,Montana,2016,Chevrolet Volt,2
1741,Montana,2016,Fisker Karma,1
1742,Montana,2016,Ford C-Max Energi,1
1743,Montana,2016,Ford Fusion Energi,2
1744,Montana,2016,Ford Think Neighbor,2
1745,Montana,2016,GEM NEV,16
1746,Montana,2016,Mclaren P1,2
1747,Montana,2016,Nissan Leaf,3
1748,Montana,2016,Porsche 918 Spyder,1
1749,Montana,2016,Tesla Model S,7
1750,Montana,2016,Tesla Model X,5
1751,Montana,2016,Tesla Roadster,1
1752,Montana,2016,Toyota Prius Plug-in,2
1753,Montana,2016,Wheego Life,1
1754,Montana,2017,BMW 7-Series Plug in,1
1755,Montana,2017,BMW X5,1
1756,Montana,2017,BMW i3,2
1757,Montana,2017,BMW i3 REx,2
1758,Montana,2017,BMW i8,2
1759,Montana,2017,Chevrolet Bolt EV,9
1760,Montana,2017,Chevrolet Volt,11
1761,Montana,2017,Chrysler Pacifica,1
1762,Montana,2017,Fisker Karma,4
1763,Montana,2017,Ford C-Max Energi,4
1764,Montana,2017,Ford Focus EV,1
1765,Montana,2017,Ford Fusion Energi,2
1766,Montana,2017,Ford Think Neighbor,2
1767,Montana,2017,GEM NEV,9
1768,Montana,2017,Mclaren P1,5
1769,Montana,2017,Mercedes B-Class Electric,4
1770,Montana,2017,Nissan Leaf,4
1771,Montana,2017,Porsche 918 Spyder,10
1772,Montana,2017,Porsche Cayenne S E-Hybrid,3
1773,Montana,2017,Porsche Panamera S E-Hybrid,3
1774,Montana,2017,Tesla Model S,30
1775,Montana,2017,Tesla Model X,12
1776,Montana,2017,Toyota Prius Plug-in,2
1777,Montana,2017,Volvo XC90 Plug In,2
1778,Montana,2018,Audi A3 Plug In,8
1779,Montana,2018,BMW 5-Series Plug in,2
1780,Montana,2018,BMW 7-Series Plug in,2
1781,Montana,2018,BMW X5,12
1782,Montana,2018,BMW i3,2
1783,Montana,2018,BMW i3 REx,5
1784,Montana,2018,BMW i8,15
1785,Montana,2018,Cadillac ELR,3
1786,Montana,2018,Chevrolet Bolt EV,15
1787,Montana,2018,Chevrolet Spark,4
1788,Montana,2018,Chevrolet Volt,103
1789,Montana,2018,Chrysler Pacifica,21
1790,Montana,2018,Fiat 500e,8
1791,Montana,2018,Fisker Karma,8
1792,Montana,2018,Ford C-Max Energi,22
1793,Montana,2018,Ford Fusion Energi,27
1794,Montana,2018,GEM NEV,13
1795,Montana,2018,Honda Clarity Plug In,5
1796,Montana,2018,Hyundai Ioniq Plug In,3
1797,Montana,2018,Hyundai Sonata Plug In,1
1798,Montana,2018,Karma Revero,1
1799,Montana,2018,Kia Niro Plug In,2
1800,Montana,2018,Kia Optima Plug In,4
1801,Montana,2018,Mclaren P1,13
1802,Montana,2018,Mercedes B-Class Electric,1
1803,Montana,2018,Mercedes GLE55e,9
1804,Montana,2018,Miles ZX40ST,3
1805,Montana,2018,Mitsubishi Outlander Plug In,1
1806,Montana,2018,Mitsubishi i,1
1807,Montana,2018,Nissan Leaf,35
1808,Montana,2018,Porsche 918 Spyder,30
1809,Montana,2018,Porsche Cayenne S E-Hybrid,3
1810,Montana,2018,Porsche Panamera S E-Hybrid,8
1811,Montana,2018,Smart forTwo EV,5
1812,Montana,2018,Tesla Model 3,102
1813,Montana,2018,Tesla Model S,148
1814,Montana,2018,Tesla Model X,71
1815,Montana,2018,Tesla Roadster,5
1816,Montana,2018,Toyota Prius Plug-in,8
1817,Montana,2018,Toyota Prius Prime,34
1818,Montana,2018,Volkswagen e-Golf,1
1819,Montana,2018,Volvo XC60 Plug In,5
1820,Montana,2018,Volvo XC90 Plug In,8
1821,Montana,2019,Audi A3 Plug In,5
1822,Montana,2019,Audi e-tron,2
1823,Montana,2019,BMW 3-Series Plug in,2
1824,Montana,2019,BMW 5-Series Plug in,1
1825,Montana,2019,BMW X5,3
1826,Montana,2019,BMW i3 REx,1
1827,Montana,2019,BMW i8,6
1828,Montana,2019,Cadillac ELR,1
1829,Montana,2019,Chevrolet Bolt EV,8
1830,Montana,2019,Chevrolet Spark,2
1831,Montana,2019,Chevrolet Volt,45
1832,Montana,2019,Chrysler Pacifica,7
1833,Montana,2019,Fisker Karma,4
1834,Montana,2019,Ford C-Max Energi,11
1835,Montana,2019,Ford Focus EV,3
1836,Montana,2019,Ford Fusion Energi,11
1837,Montana,2019,Ford Ranger,2
1838,Montana,2019,GEM NEV,1
1839,Montana,2019,Hyundai Ioniq Plug In,1
1840,Montana,2019,Jaguar I-Pace,2
1841,Montana,2019,Kia Niro Plug In,2
1842,Montana,2019,Kia Optima Plug In,2
1843,Montana,2019,Kia Soul EV,1
1844,Montana,2019,Mclaren P1,4
1845,Montana,2019,Mercedes GLE55e,1
1846,Montana,2019,Miles ZX40ST,1
1847,Montana,2019,Mitsubishi Outlander Plug In,1
1848,Montana,2019,Nissan Leaf,15
1849,Montana,2019,Porsche 918 Spyder,9
1850,Montana,2019,Porsche Cayenne S E-Hybrid,1
1851,Montana,2019,Porsche Panamera S E-Hybrid,2
1852,Montana,2019,Smith EV,1
1853,Montana,2019,Tesla Model 3,64
1854,Montana,2019,Tesla Model S,51
1855,Montana,2019,Tesla Model X,47
1856,Montana,2019,Tesla Roadster,1
1857,Montana,2019,Toyota Prius Plug-in,2
1858,Montana,2019,Toyota Prius Prime,17
1859,Montana,2019,Volkswagen e-Golf,1
1860,Montana,2019,Volvo XC60 Plug In,1
1861,Montana,2019,Volvo XC90 Plug In,2
1862,Montana,2020,Audi A3 Plug In,6
1863,Montana,2020,Audi Q5 Plug In,13
1864,Montana,2020,Audi e-tron,11
1865,Montana,2020,Audi e-tron Sportback,1
1866,Montana,2020,BMW 3-Series Plug in,2
1867,Montana,2020,BMW 5-Series Plug in,5
1868,Montana,2020,BMW 7-Series Plug in,1
1869,Montana,2020,BMW X3,1
1870,Montana,2020,BMW X5,9
1871,Montana,2020,BMW i3,3
1872,Montana,2020,BMW i3 REx,8
1873,Montana,2020,BMW i8,18
1874,Montana,2020,Cadillac CT6,1
1875,Montana,2020,Cadillac ELR,1
1876,Montana,2020,Chevrolet Bolt EV,31
1877,Montana,2020,Chevrolet Spark,5
1878,Montana,2020,Chevrolet Volt,102
1879,Montana,2020,Chrysler Pacifica,26
1880,Montana,2020,Fiat 500e,19
1881,Montana,2020,Fisker Karma,7
1882,Montana,2020,Ford C-Max Energi,20
1883,Montana,2020,Ford Focus EV,1
1884,Montana,2020,Ford Fusion Energi,47
1885,Montana,2020,Ford Think Neighbor,1
1886,Montana,2020,GEM NEV,7
1887,Montana,2020,Honda Accord Plug In,1
1888,Montana,2020,Honda Clarity Plug In,12
1889,Montana,2020,Hyundai Ioniq Plug In,4
1890,Montana,2020,Hyundai Sonata Plug In,3
1891,Montana,2020,Jaguar I-Pace,5
1892,Montana,2020,Kia Niro EV,1
1893,Montana,2020,Kia Niro Plug In,6
1894,Montana,2020,Kia Optima Plug In,4
1895,Montana,2020,Kia Soul EV,4
1896,Montana,2020,Land Rover Range Rover Plug In,3
1897,Montana,2020,Lincoln Aviator Plug In,2
1898,Montana,2020,Mclaren P1,10
1899,Montana,2020,Mercedes B-Class Electric,1
1900,Montana,2020,Mercedes GLC 350e Hybrid,1
1901,Montana,2020,Mercedes GLE55e,2
1902,Montana,2020,Mini Countryman Plug In,1
1903,Montana,2020,Mitsubishi Outlander Plug In,3
1904,Montana,2020,Mitsubishi i,1
1905,Montana,2020,Nissan Leaf,50
1906,Montana,2020,Porsche 918 Spyder,25
1907,Montana,2020,Porsche Cayenne S E-Hybrid,9
1908,Montana,2020,Porsche Panamera S E-Hybrid,13
1909,Montana,2020,Porsche Taycan,16
1910,Montana,2020,Smart forTwo EV,2
1911,Montana,2020,Subaru Crosstrek Hybrid,1
1912,Montana,2020,Tesla Model 3,190
1913,Montana,2020,Tesla Model S,162
1914,Montana,2020,Tesla Model X,124
1915,Montana,2020,Tesla Model Y,76
1916,Montana,2020,Tesla Roadster,1
1917,Montana,2020,Toyota Prius Plug-in,9
1918,Montana,2020,Toyota Prius Prime,43
1919,Montana,2020,Toyota RAV4 Prime,1
1920,Montana,2020,Volkswagen e-Golf,6
1921,Montana,2020,Volvo XC60 Plug In,2
1922,Montana,2020,Volvo XC90 Plug In,12
1923,Montana,2021,BMW X5,1
1924,Montana,2021,Tesla Model 3,1
1925,New Jersey,2017,Audi A3 Plug In,86
1926,New Jersey,2017,Azure Transit Connect,62
1927,New Jersey,2017,BMW 3-Series Plug in,146
1928,New Jersey,2017,BMW 5-Series Plug in,188
1929,New Jersey,2017,BMW 7-Series Plug in,115
1930,New Jersey,2017,BMW X5,1165
1931,New Jersey,2017,BMW i3,202
1932,New Jersey,2017,BMW i3 REx,1108
1933,New Jersey,2017,BMW i8,446
1934,New Jersey,2017,Cadillac CT6,2
1935,New Jersey,2017,Cadillac ELR,117
1936,New Jersey,2017,Chevrolet Bolt EV,353
1937,New Jersey,2017,Chevrolet Spark,5
1938,New Jersey,2017,Chevrolet Volt,2474
1939,New Jersey,2017,Chrysler Pacifica,55
1940,New Jersey,2017,E-Ride EXV,19
1941,New Jersey,2017,Fiat 500e,13
1942,New Jersey,2017,Fisker Karma,47
1943,New Jersey,2017,Ford C-Max Energi,1350
1944,New Jersey,2017,Ford Focus EV,95
1945,New Jersey,2017,Ford Fusion Energi,2638
1946,New Jersey,2017,Ford Think Neighbor,5
1947,New Jersey,2017,GEM NEV,414
1948,New Jersey,2017,HINO 195,24
1949,New Jersey,2017,Honda Accord Plug In,25
1950,New Jersey,2017,Honda Clarity Plug In,4
1951,New Jersey,2017,Honda Fit EV,125
1952,New Jersey,2017,Hyundai Sonata Plug In,58
1953,New Jersey,2017,Karma Revero,1
1954,New Jersey,2017,Kia Optima Plug In,45
1955,New Jersey,2017,Kia Soul EV,92
1956,New Jersey,2017,Mclaren P1,6
1957,New Jersey,2017,Mercedes B-Class Electric,96
1958,New Jersey,2017,Mercedes GLE55e,19
1959,New Jersey,2017,Mercedes S550e,6
1960,New Jersey,2017,Miles EV,4
1961,New Jersey,2017,Miles ZX40ST,24
1962,New Jersey,2017,Mini Countryman Plug In,43
1963,New Jersey,2017,Mitsubishi i,53
1964,New Jersey,2017,Nissan Leaf,976
1965,New Jersey,2017,Porsche 918 Spyder,9
1966,New Jersey,2017,Porsche Cayenne S E-Hybrid,272
1967,New Jersey,2017,Porsche Panamera S E-Hybrid,69
1968,New Jersey,2017,Smart forTwo EV,286
1969,New Jersey,2017,Smart forTwo EV Cabrio,16
1970,New Jersey,2017,Smith EV,14
1971,New Jersey,2017,Tesla Model 3,2
1972,New Jersey,2017,Tesla Model S,5893
1973,New Jersey,2017,Tesla Model X,1204
1974,New Jersey,2017,Tesla Roadster,52
1975,New Jersey,2017,Th!nk City,2
1976,New Jersey,2017,Toyota Mirai,1
1977,New Jersey,2017,Toyota Prius Plug-in,2361
1978,New Jersey,2017,Toyota Prius Prime,844
1979,New Jersey,2017,Toyota RAV4 EV,6
1980,New Jersey,2017,Volkswagen e-Golf,154
1981,New Jersey,2017,Volvo XC60 Plug In,7
1982,New Jersey,2017,Volvo XC90 Plug In,176
1983,New Jersey,2018,Audi A3 Plug In,141
1984,New Jersey,2018,Azure Transit Connect,47
1985,New Jersey,2018,BMW 3-Series Plug in,243
1986,New Jersey,2018,BMW 5-Series Plug in,837
1987,New Jersey,2018,BMW 7-Series Plug in,273
1988,New Jersey,2018,BMW X5,1978
1989,New Jersey,2018,BMW i3,540
1990,New Jersey,2018,BMW i3 REx,1208
1991,New Jersey,2018,BMW i8,614
1992,New Jersey,2018,Cadillac CT6,13
1993,New Jersey,2018,Cadillac ELR,97
1994,New Jersey,2018,Chevrolet Bolt EV,1055
1995,New Jersey,2018,Chevrolet Impala,1
1996,New Jersey,2018,Chevrolet Spark,17
1997,New Jersey,2018,Chevrolet Volt,2872
1998,New Jersey,2018,Chrysler Pacifica,300
1999,New Jersey,2018,E-Ride EXV,16
2000,New Jersey,2018,Fiat 500e,33
2001,New Jersey,2018,Fisker Karma,43
2002,New Jersey,2018,Ford C-Max Energi,1354
2003,New Jersey,2018,Ford Focus EV,122
2004,New Jersey,2018,Ford Fusion Energi,3025
2005,New Jersey,2018,Ford Think Neighbor,6
2006,New Jersey,2018,GEM NEV,515
2007,New Jersey,2018,HINO 195,34
2008,New Jersey,2018,Honda Accord Plug In,25
2009,New Jersey,2018,Honda Clarity Plug In,1038
2010,New Jersey,2018,Honda Fit EV,67
2011,New Jersey,2018,Hyundai Ioniq EV,4
2012,New Jersey,2018,Hyundai Ioniq Plug In,10
2013,New Jersey,2018,Hyundai Sonata Plug In,89
2014,New Jersey,2018,Jaguar I-Pace,2
2015,New Jersey,2018,Karma Revero,3
2016,New Jersey,2018,Kia Niro EV,5
2017,New Jersey,2018,Kia Niro Plug In,41
2018,New Jersey,2018,Kia Optima Plug In,139
2019,New Jersey,2018,Kia Soul EV,200
2020,New Jersey,2018,Mclaren P1,5
2021,New Jersey,2018,Mercedes B-Class Electric,53
2022,New Jersey,2018,Mercedes C350e Plug In,5
2023,New Jersey,2018,Mercedes GLC 350e Hybrid,30
2024,New Jersey,2018,Mercedes GLE55e,59
2025,New Jersey,2018,Mercedes S550e,10
2026,New Jersey,2018,Miles EV,4
2027,New Jersey,2018,Miles ZX40ST,26
2028,New Jersey,2018,Mini Countryman Plug In,195
2029,New Jersey,2018,Mitsubishi Outlander Plug In,104
2030,New Jersey,2018,Mitsubishi i,48
2031,New Jersey,2018,Nissan Leaf,1258
2032,New Jersey,2018,Porsche 918 Spyder,9
2033,New Jersey,2018,Porsche Cayenne S E-Hybrid,446
2034,New Jersey,2018,Porsche Panamera S E-Hybrid,141
2035,New Jersey,2018,Smart forTwo EV,315
2036,New Jersey,2018,Smart forTwo EV Cabrio,37
2037,New Jersey,2018,Smith EV,8
2038,New Jersey,2018,Tesla Model 3,3893
2039,New Jersey,2018,Tesla Model S,8249
2040,New Jersey,2018,Tesla Model X,3274
2041,New Jersey,2018,Tesla Roadster,47
2042,New Jersey,2018,Th!nk City,2
2043,New Jersey,2018,Toyota Mirai,2
2044,New Jersey,2018,Toyota Prius Plug-in,1903
2045,New Jersey,2018,Toyota Prius Prime,2908
2046,New Jersey,2018,Toyota RAV4 EV,8
2047,New Jersey,2018,Volkswagen e-Golf,126
2048,New Jersey,2018,Volvo S90 Plug In,27
2049,New Jersey,2018,Volvo XC60 Plug In,71
2050,New Jersey,2018,Volvo XC90 Plug In,363
2051,New Jersey,2019,Audi A3 Plug In,137
2052,New Jersey,2019,Audi e-tron,169
2053,New Jersey,2019,Azure Transit Connect,46
2054,New Jersey,2019,BMW 3-Series Plug in,184
2055,New Jersey,2019,BMW 5-Series Plug in,1217
2056,New Jersey,2019,BMW 7-Series Plug in,262
2057,New Jersey,2019,BMW X5,1549
2058,New Jersey,2019,BMW i3,802
2059,New Jersey,2019,BMW i3 REx,804
2060,New Jersey,2019,BMW i8,629
2061,New Jersey,2019,Cadillac CT6,16
2062,New Jersey,2019,Cadillac ELR,71
2063,New Jersey,2019,Chevrolet Bolt EV,1462
2064,New Jersey,2019,Chevrolet Impala,2
2065,New Jersey,2019,Chevrolet Spark,41
2066,New Jersey,2019,Chevrolet Volt,2911
2067,New Jersey,2019,Chrysler Pacifica,524
2068,New Jersey,2019,E-Ride EXV,16
2069,New Jersey,2019,Fiat 500e,65
2070,New Jersey,2019,Fisker Karma,42
2071,New Jersey,2019,Ford C-Max Energi,1176
2072,New Jersey,2019,Ford Focus EV,104
2073,New Jersey,2019,Ford Fusion Energi,2875
2074,New Jersey,2019,Ford Think Neighbor,6
2075,New Jersey,2019,GEM NEV,575
2076,New Jersey,2019,HINO 195,46
2077,New Jersey,2019,Honda Accord Plug In,23
2078,New Jersey,2019,Honda Clarity Plug In,2050
2079,New Jersey,2019,Honda Fit EV,32
2080,New Jersey,2019,Hyundai Ioniq EV,161
2081,New Jersey,2019,Hyundai Ioniq Plug In,108
2082,New Jersey,2019,Hyundai Kona Electric,202
2083,New Jersey,2019,Hyundai Sonata Plug In,152
2084,New Jersey,2019,Jaguar I-Pace,124
2085,New Jersey,2019,Karma Revero,6
2086,New Jersey,2019,Kia Niro EV,80
2087,New Jersey,2019,Kia Niro Plug In,239
2088,New Jersey,2019,Kia Optima Plug In,147
2089,New Jersey,2019,Kia Soul EV,197
2090,New Jersey,2019,Land Rover Range Rover Plug In,4
2091,New Jersey,2019,Mclaren P1,4
2092,New Jersey,2019,Mercedes B-Class Electric,37
2093,New Jersey,2019,Mercedes C350e Plug In,7
