,State,year,Brand and Model,Count
2724,New York,2021,BMW 3-Series Plug in,12
2725,New York,2021,BMW 5-Series Plug in,47
2726,New York,2021,BMW 7-Series Plug in,5
2727,New York,2021,BMW X3,14
2728,New York,2021,BMW X5,57
2729,New York,2021,BMW i3,30
2730,New York,2021,BMW i3 REx,20
2731,New York,2021,BMW i8,18
2732,New York,2021,Blue Bird All American RE Electric,4
2733,New York,2021,Cadillac ELR,2
2734,New York,2021,Chevrolet Bolt EV,102
2735,New York,2021,Chevrolet Spark,3
2736,New York,2021,Chevrolet Volt,179
2737,New York,2021,Chrysler Pacifica,50
2738,New York,2021,Fiat 500e,2
2739,New York,2021,Ford C-Max Energi,51
2740,New York,2021,Ford Focus EV,1
2741,New York,2021,Ford Fusion Energi,157
2742,New York,2021,GEM NEV,2
2743,New York,2021,Honda Accord Plug In,1
2744,New York,2021,Honda Clarity Plug In,98
2745,New York,2021,Hyundai Ioniq EV,40
2746,New York,2021,Hyundai Ioniq Plug In,91
2747,New York,2021,Hyundai Kona Electric,31
2748,New York,2021,Hyundai Sonata Plug In,16
2749,New York,2021,Jaguar I-Pace,7
2750,New York,2021,Kia Niro EV,20
2751,New York,2021,Kia Niro Plug In,28
2752,New York,2021,Kia Optima Plug In,6
2753,New York,2021,Kia Soul EV,11
2754,New York,2021,Land Rover Range Rover Plug In,4
2755,New York,2021,Lincoln Aviator Plug In,9
2756,New York,2021,Mercedes B-Class Electric,1
2757,New York,2021,Mercedes GLC 350e Hybrid,20
2758,New York,2021,Mini Countryman Plug In,7
2759,New York,2021,Mini Hardtop 2 Door EV,4
2760,New York,2021,Mitsubishi Outlander Plug In,33
2761,New York,2021,Mitsubishi i,1
2762,New York,2021,Nissan Leaf,94
2763,New York,2021,Polestar 2,5
2764,New York,2021,Porsche 918 Spyder,2
2765,New York,2021,Porsche Cayenne S E-Hybrid,16
2766,New York,2021,Porsche Panamera S E-Hybrid,9
2767,New York,2021,Porsche Taycan,35
2768,New York,2021,Smart forTwo EV,37
2769,New York,2021,Smart forTwo EV Cabrio,9
2770,New York,2021,Subaru Crosstrek Hybrid,28
2771,New York,2021,Tesla Model 3,517
2772,New York,2021,Tesla Model S,219
2773,New York,2021,Tesla Model X,181
2774,New York,2021,Tesla Model Y,397
2775,New York,2021,Tesla Roadster,1
2776,New York,2021,Toyota Prius Plug-in,87
2777,New York,2021,Toyota Prius Prime,442
2778,New York,2021,Toyota RAV4 Prime,76
2779,New York,2021,Volkswagen e-Golf,15
2780,New York,2021,Volvo S60 Plug In,9
2781,New York,2021,Volvo XC60 Plug In,25
2782,New York,2021,Volvo XC90 Plug In,46
2783,Oregon,1999,Ford Ranger,3
2784,Oregon,2006,Chevrolet S10 Electric,6
2785,Oregon,2006,Ford Ranger,12
2786,Oregon,2007,Chevrolet S10 Electric,3
2787,Oregon,2007,Ford Think Neighbor,3
2788,Oregon,2007,GEM NEV,9
2789,Oregon,2008,Chevrolet S10 Electric,6
2790,Oregon,2008,Ford Ranger,9
2791,Oregon,2008,Ford Think Neighbor,6
2792,Oregon,2009,Chevrolet S10 Electric,3
2793,Oregon,2009,Ford Ranger,6
2794,Oregon,2009,Tesla Roadster,6
2795,Oregon,2010,Chevrolet S10 Electric,6
2796,Oregon,2010,Ford Think Neighbor,6
2797,Oregon,2011,Chevrolet S10 Electric,12
2798,Oregon,2011,Chevrolet Volt,36
2799,Oregon,2011,Ford Ranger,3
2800,Oregon,2011,Ford Think Neighbor,3
2801,Oregon,2011,GEM NEV,12
2802,Oregon,2011,Nissan Leaf,342
2803,Oregon,2012,Chevrolet S10 Electric,3
2804,Oregon,2012,Chevrolet Volt,336
2805,Oregon,2012,Fisker Karma,6
2806,Oregon,2012,Ford Focus EV,6
2807,Oregon,2012,Ford Ranger,3
2808,Oregon,2012,Ford Think Neighbor,3
2809,Oregon,2012,GEM NEV,3
2810,Oregon,2012,Mitsubishi i,2
2811,Oregon,2012,Nissan Leaf,276
2812,Oregon,2012,Smart forTwo EV,90
2813,Oregon,2012,Tesla Model S,12
2814,Oregon,2012,Th!nk City,51
2815,Oregon,2012,Toyota Prius Plug-in,183
2816,Oregon,2013,Chevrolet Spark,45
2817,Oregon,2013,Chevrolet Volt,255
2818,Oregon,2013,Fisker Karma,3
2819,Oregon,2013,Ford C-Max Energi,111
2820,Oregon,2013,Ford Focus EV,93
2821,Oregon,2013,Ford Fusion Energi,108
2822,Oregon,2013,GEM NEV,3
2823,Oregon,2013,Honda Fit EV,18
2824,Oregon,2013,Mitsubishi i,24
2825,Oregon,2013,Nissan Leaf,681
2826,Oregon,2013,Smart forTwo EV,108
2827,Oregon,2013,Tesla Model S,231
2828,Oregon,2013,Tesla Roadster,6
2829,Oregon,2013,Th!nk City,9
2830,Oregon,2013,Toyota Prius Plug-in,336
2831,Oregon,2013,Toyota RAV4 EV,3
2832,Oregon,2014,BMW i3,36
2833,Oregon,2014,BMW i3 REx,48
2834,Oregon,2014,BMW i8,6
2835,Oregon,2014,Cadillac ELR,18
2836,Oregon,2014,Chevrolet Spark,84
2837,Oregon,2014,Chevrolet Volt,258
2838,Oregon,2014,E-Ride EXV,6
2839,Oregon,2014,Fiat 500e,168
2840,Oregon,2014,Ford C-Max Energi,222
2841,Oregon,2014,Ford Focus EV,108
2842,Oregon,2014,Ford Fusion Energi,288
2843,Oregon,2014,Ford Ranger,6
2844,Oregon,2014,Ford Think Neighbor,3
2845,Oregon,2014,Honda Fit EV,72
2846,Oregon,2014,Mercedes B-Class Electric,45
2847,Oregon,2014,Mitsubishi i,3
2848,Oregon,2014,Nissan Leaf,615
2849,Oregon,2014,Smart forTwo EV,345
2850,Oregon,2014,Tesla Model S,160
2851,Oregon,2014,Tesla Roadster,9
2852,Oregon,2014,Th!nk City,3
2853,Oregon,2014,Toyota Prius Plug-in,75
2854,Oregon,2014,Volkswagen e-Golf,12
2855,Oregon,2015,Azure Transit Connect,3
2856,Oregon,2015,BMW i3,72
2857,Oregon,2015,BMW i3 REx,233
2858,Oregon,2015,BMW i8,18
2859,Oregon,2015,Cadillac ELR,12
2860,Oregon,2015,Chevrolet Spark,418
2861,Oregon,2015,Chevrolet Volt,253
2862,Oregon,2015,E-Ride EXV,3
2863,Oregon,2015,Fiat 500e,216
2864,Oregon,2015,Ford C-Max Energi,201
2865,Oregon,2015,Ford Focus EV,96
2866,Oregon,2015,Ford Fusion Energi,255
2867,Oregon,2015,Ford Ranger,3
2868,Oregon,2015,GEM NEV,3
2869,Oregon,2015,Hyundai Sonata Plug In,5
2870,Oregon,2015,Kia Soul EV,30
2871,Oregon,2015,Mclaren P1,3
2872,Oregon,2015,Mercedes B-Class Electric,252
2873,Oregon,2015,Mitsubishi i,6
2874,Oregon,2015,Nissan Leaf,531
2875,Oregon,2015,Porsche 918 Spyder,6
2876,Oregon,2015,Porsche Cayenne S E-Hybrid,3
2877,Oregon,2015,Porsche Panamera S E-Hybrid,9
2878,Oregon,2015,Smart forTwo EV,96
2879,Oregon,2015,Tesla Model S,302
2880,Oregon,2015,Tesla Roadster,3
2881,Oregon,2015,Toyota Prius Plug-in,39
2882,Oregon,2015,Volkswagen e-Golf,141
2883,Oregon,2016,Audi A3 Plug In,96
2884,Oregon,2016,BMW 3-Series Plug in,6
2885,Oregon,2016,BMW X5,94
2886,Oregon,2016,BMW i3,83
2887,Oregon,2016,BMW i3 REx,230
2888,Oregon,2016,BMW i8,41
2889,Oregon,2016,Cadillac ELR,9
2890,Oregon,2016,Chevrolet Spark,415
2891,Oregon,2016,Chevrolet Volt,585
2892,Oregon,2016,Fiat 500e,71
2893,Oregon,2016,Fisker Karma,3
2894,Oregon,2016,Ford C-Max Energi,253
2895,Oregon,2016,Ford Focus EV,62
2896,Oregon,2016,Ford Fusion Energi,381
2897,Oregon,2016,Ford Ranger,3
2898,Oregon,2016,GEM NEV,9
2899,Oregon,2016,Honda Fit EV,12
2900,Oregon,2016,Hyundai Sonata Plug In,83
2901,Oregon,2016,Kia Soul EV,91
2902,Oregon,2016,Mercedes B-Class Electric,87
2903,Oregon,2016,Mercedes S550e,3
2904,Oregon,2016,Mitsubishi i,12
2905,Oregon,2016,Nissan Leaf,759
2906,Oregon,2016,Porsche 918 Spyder,6
2907,Oregon,2016,Porsche Cayenne S E-Hybrid,29
2908,Oregon,2016,Porsche Panamera S E-Hybrid,6
2909,Oregon,2016,Smart forTwo EV,69
2910,Oregon,2016,Tesla Model S,653
2911,Oregon,2016,Tesla Model X,280
2912,Oregon,2016,Tesla Roadster,3
2913,Oregon,2016,Th!nk City,27
2914,Oregon,2016,Toyota Prius Plug-in,117
2915,Oregon,2016,Toyota Prius Prime,60
2916,Oregon,2016,Toyota RAV4 EV,3
2917,Oregon,2016,Volkswagen e-Golf,170
2918,Oregon,2016,Volvo XC90 Plug In,61
2919,Oregon,2017,Audi A3 Plug In,130
2920,Oregon,2017,BMW 3-Series Plug in,62
2921,Oregon,2017,BMW 5-Series Plug in,68
2922,Oregon,2017,BMW 7-Series Plug in,11
2923,Oregon,2017,BMW X5,96
2924,Oregon,2017,BMW i3,19
2925,Oregon,2017,BMW i3 REx,189
2926,Oregon,2017,BMW i8,6
2927,Oregon,2017,Cadillac CT6,6
2928,Oregon,2017,Cadillac ELR,3
2929,Oregon,2017,Chevrolet Bolt EV,1285
2930,Oregon,2017,Chevrolet Spark,29
2931,Oregon,2017,Chevrolet Volt,907
2932,Oregon,2017,Chrysler Pacifica,102
2933,Oregon,2017,Fiat 500e,153
2934,Oregon,2017,Fisker Karma,3
2935,Oregon,2017,Ford C-Max Energi,390
2936,Oregon,2017,Ford Focus EV,152
2937,Oregon,2017,Ford Fusion Energi,401
2938,Oregon,2017,Ford Ranger,3
2939,Oregon,2017,Ford Think Neighbor,9
2940,Oregon,2017,GEM NEV,3
2941,Oregon,2017,Honda Accord Plug In,3
2942,Oregon,2017,Honda Clarity BEV,12
2943,Oregon,2017,Honda Clarity Plug In,15
2944,Oregon,2017,Honda Fit EV,57
2945,Oregon,2017,Hyundai Sonata Plug In,63
2946,Oregon,2017,Kia Optima Plug In,24
2947,Oregon,2017,Kia Soul EV,145
2948,Oregon,2017,Mercedes B-Class Electric,75
2949,Oregon,2017,Mercedes C350e Plug In,45
2950,Oregon,2017,Mercedes GLE55e,12
2951,Oregon,2017,Mercedes S550e,15
2952,Oregon,2017,Mini Countryman Plug In,24
2953,Oregon,2017,Mitsubishi i,12
2954,Oregon,2017,Nissan Leaf,1078
2955,Oregon,2017,Porsche Cayenne S E-Hybrid,33
2956,Oregon,2017,Smart forTwo EV,89
2957,Oregon,2017,Tesla Model 3,14
2958,Oregon,2017,Tesla Model S,1186
2959,Oregon,2017,Tesla Model X,699
2960,Oregon,2017,Tesla Roadster,6
2961,Oregon,2017,Th!nk City,6
2962,Oregon,2017,Toyota Prius Plug-in,90
2963,Oregon,2017,Toyota Prius Prime,965
2964,Oregon,2017,Toyota RAV4 EV,3
2965,Oregon,2017,Volkswagen e-Golf,255
2966,Oregon,2017,Volvo XC60 Plug In,21
2967,Oregon,2017,Volvo XC90 Plug In,76
2968,Oregon,2018,Audi A3 Plug In,198
2969,Oregon,2018,BMW 3-Series Plug in,34
2970,Oregon,2018,BMW 5-Series Plug in,90
2971,Oregon,2018,BMW 7-Series Plug in,15
2972,Oregon,2018,BMW X5,186
2973,Oregon,2018,BMW i3,340
2974,Oregon,2018,BMW i3 REx,392
2975,Oregon,2018,BMW i8,43
2976,Oregon,2018,Cadillac CT6,3
2977,Oregon,2018,Cadillac ELR,11
2978,Oregon,2018,Chevrolet Bolt EV,1101
2979,Oregon,2018,Chevrolet Spark,230
2980,Oregon,2018,Chevrolet Volt,2008
2981,Oregon,2018,Chrysler Pacifica,480
2982,Oregon,2018,Fiat 500e,297
2983,Oregon,2018,Ford C-Max Energi,586
2984,Oregon,2018,Ford Focus EV,123
2985,Oregon,2018,Ford Fusion Energi,626
2986,Oregon,2018,Ford Ranger,2
2987,Oregon,2018,Honda Accord Plug In,3
2988,Oregon,2018,Honda Clarity BEV,283
2989,Oregon,2018,Honda Clarity Plug In,629
2990,Oregon,2018,Honda Fit EV,55
2991,Oregon,2018,Hyundai Ioniq Plug In,39
2992,Oregon,2018,Hyundai Sonata Plug In,62
2993,Oregon,2018,International Estar,3
2994,Oregon,2018,Jaguar I-Pace,6
2995,Oregon,2018,Karma Revero,6
2996,Oregon,2018,Kia Niro Plug In,236
2997,Oregon,2018,Kia Optima Plug In,33
2998,Oregon,2018,Kia Soul EV,144
2999,Oregon,2018,Mercedes B-Class Electric,47
3000,Oregon,2018,Mercedes C350e Plug In,3
3001,Oregon,2018,Mercedes GLC 350e Hybrid,12
3002,Oregon,2018,Mercedes GLE55e,42
3003,Oregon,2018,Mercedes S550e,6
3004,Oregon,2018,Mini Countryman Plug In,67
3005,Oregon,2018,Mitsubishi Outlander Plug In,159
3006,Oregon,2018,Mitsubishi i,49
3007,Oregon,2018,Nissan Leaf,3110
3008,Oregon,2018,Porsche 918 Spyder,3
3009,Oregon,2018,Porsche Cayenne S E-Hybrid,29
3010,Oregon,2018,Porsche Panamera S E-Hybrid,28
3011,Oregon,2018,Smart forTwo EV,144
3012,Oregon,2018,Smart forTwo EV Cabrio,20
3013,Oregon,2018,Tesla Model 3,3840
3014,Oregon,2018,Tesla Model S,1102
3015,Oregon,2018,Tesla Model X,744
3016,Oregon,2018,Tesla Roadster,12
3017,Oregon,2018,Th!nk City,151
3018,Oregon,2018,Toyota Prius Plug-in,697
3019,Oregon,2018,Toyota Prius Prime,1497
3020,Oregon,2018,Toyota RAV4 EV,18
3021,Oregon,2018,Volkswagen e-Golf,273
3022,Oregon,2018,Volvo S90 Plug In,3
3023,Oregon,2018,Volvo XC60 Plug In,129
3024,Oregon,2018,Volvo XC90 Plug In,62
3025,Oregon,2019,Audi A3 Plug In,192
3026,Oregon,2019,Audi e-tron,211
3027,Oregon,2019,Azure Transit Connect,6
3028,Oregon,2019,BMW 3-Series Plug in,130
3029,Oregon,2019,BMW 5-Series Plug in,202
3030,Oregon,2019,BMW 7-Series Plug in,12
3031,Oregon,2019,BMW X5,394
3032,Oregon,2019,BMW i3,706
3033,Oregon,2019,BMW i3 REx,700
3034,Oregon,2019,BMW i8,100
3035,Oregon,2019,Cadillac CT6,3
3036,Oregon,2019,Cadillac ELR,36
3037,Oregon,2019,Chevrolet Bolt EV,1980
3038,Oregon,2019,Chevrolet S10 Electric,3
3039,Oregon,2019,Chevrolet Spark,1274
3040,Oregon,2019,Chevrolet Volt,3405
3041,Oregon,2019,Chrysler Pacifica,502
3042,Oregon,2019,Fiat 500e,818
3043,Oregon,2019,Fisker Karma,9
3044,Oregon,2019,Ford C-Max Energi,1516
3045,Oregon,2019,Ford Focus EV,195
3046,Oregon,2019,Ford Fusion Energi,1422
3047,Oregon,2019,Ford Ranger,15
3048,Oregon,2019,Ford Think Neighbor,3
3049,Oregon,2019,GEM NEV,18
3050,Oregon,2019,Honda Accord Plug In,3
3051,Oregon,2019,Honda Clarity BEV,165
3052,Oregon,2019,Honda Clarity Plug In,404
3053,Oregon,2019,Honda Fit EV,21
3054,Oregon,2019,Hyundai Ioniq EV,113
3055,Oregon,2019,Hyundai Ioniq Plug In,258
3056,Oregon,2019,Hyundai Kona Electric,278
3057,Oregon,2019,Hyundai Sonata Plug In,105
3058,Oregon,2019,International Estar,3
3059,Oregon,2019,Jaguar I-Pace,73
3060,Oregon,2019,Kia Niro EV,256
3061,Oregon,2019,Kia Niro Plug In,321
3062,Oregon,2019,Kia Optima Plug In,45
3063,Oregon,2019,Kia Soul EV,264
3064,Oregon,2019,Land Rover Range Rover Plug In,3
3065,Oregon,2019,Mclaren P1,3
3066,Oregon,2019,Mercedes B-Class Electric,107
3067,Oregon,2019,Mercedes C350e Plug In,21
3068,Oregon,2019,Mercedes GLC 350e Hybrid,224
3069,Oregon,2019,Mercedes GLE55e,9
3070,Oregon,2019,Mercedes S550e,9
3071,Oregon,2019,Mini Countryman Plug In,67
3072,Oregon,2019,Mitsubishi Outlander Plug In,163
3073,Oregon,2019,Mitsubishi i,66
3074,Oregon,2019,Nissan Leaf,7001
3075,Oregon,2019,Porsche 918 Spyder,7
3076,Oregon,2019,Porsche Cayenne S E-Hybrid,125
3077,Oregon,2019,Porsche Panamera S E-Hybrid,60
3078,Oregon,2019,Smart forTwo EV,427
3079,Oregon,2019,Smart forTwo EV Cabrio,9
3080,Oregon,2019,Subaru Crosstrek Hybrid,466
3081,Oregon,2019,Tesla Model 3,7656
3082,Oregon,2019,Tesla Model S,2946
3083,Oregon,2019,Tesla Model X,1200
3084,Oregon,2019,Tesla Roadster,24
3085,Oregon,2019,Th!nk City,59
3086,Oregon,2019,Toyota Prius Plug-in,1026
3087,Oregon,2019,Toyota Prius Prime,1863
3088,Oregon,2019,Toyota RAV4 EV,41
3089,Oregon,2019,Volkswagen e-Golf,1600
3090,Oregon,2019,Volvo S90 Plug In,3
3091,Oregon,2019,Volvo XC60 Plug In,129
3092,Oregon,2019,Volvo XC90 Plug In,135
3093,Oregon,2020,Audi A3 Plug In,205
3094,Oregon,2020,Audi Q5 Plug In,90
3095,Oregon,2020,Audi e-tron,177
3096,Oregon,2020,BMW 3-Series Plug in,74
3097,Oregon,2020,BMW 5-Series Plug in,78
3098,Oregon,2020,BMW 7-Series Plug in,15
3099,Oregon,2020,BMW X3,4
3100,Oregon,2020,BMW X5,252
3101,Oregon,2020,BMW i3,281
3102,Oregon,2020,BMW i3 REx,456
3103,Oregon,2020,BMW i8,52
3104,Oregon,2020,Cadillac CT6,3
3105,Oregon,2020,Cadillac ELR,20
3106,Oregon,2020,Chevrolet Bolt EV,1090
3107,Oregon,2020,Chevrolet Spark,508
3108,Oregon,2020,Chevrolet Volt,1538
3109,Oregon,2020,Chrysler Pacifica,167
3110,Oregon,2020,Fiat 500e,339
3111,Oregon,2020,Fisker Karma,9
3112,Oregon,2020,Ford C-Max Energi,666
3113,Oregon,2020,Ford Focus EV,120
3114,Oregon,2020,Ford Fusion Energi,676
3115,Oregon,2020,Ford Ranger,7
3116,Oregon,2020,GEM NEV,6
3117,Oregon,2020,Honda Clarity BEV,26
3118,Oregon,2020,Honda Clarity Plug In,150
3119,Oregon,2020,Honda Fit EV,5
3120,Oregon,2020,Hyundai Ioniq EV,28
3121,Oregon,2020,Hyundai Ioniq Plug In,159
3122,Oregon,2020,Hyundai Kona Electric,299
3123,Oregon,2020,Hyundai Sonata Plug In,130
3124,Oregon,2020,Jaguar I-Pace,28
3125,Oregon,2020,Kia Niro EV,158
3126,Oregon,2020,Kia Niro Plug In,115
3127,Oregon,2020,Kia Optima Plug In,27
3128,Oregon,2020,Kia Soul EV,170
3129,Oregon,2020,Land Rover Range Rover Plug In,8
3130,Oregon,2020,Lincoln Aviator Plug In,1
3131,Oregon,2020,Mercedes B-Class Electric,47
3132,Oregon,2020,Mercedes C350e Plug In,6
3133,Oregon,2020,Mercedes GLC 350e Hybrid,72
3134,Oregon,2020,Mercedes GLE55e,15
3135,Oregon,2020,Mercedes S550e,9
3136,Oregon,2020,Mini Countryman Plug In,16
3137,Oregon,2020,Mini Hardtop 2 Door EV,7
3138,Oregon,2020,Mitsubishi Outlander Plug In,69
3139,Oregon,2020,Mitsubishi i,27
3140,Oregon,2020,Nissan Leaf,2994
3141,Oregon,2020,Porsche 918 Spyder,2
3142,Oregon,2020,Porsche Cayenne S E-Hybrid,67
3143,Oregon,2020,Porsche Panamera S E-Hybrid,25
3144,Oregon,2020,Porsche Taycan,10
3145,Oregon,2020,Smart forTwo EV,94
3146,Oregon,2020,Smart forTwo EV Cabrio,7
3147,Oregon,2020,Subaru Crosstrek Hybrid,306
3148,Oregon,2020,Tesla Model 3,2841
3149,Oregon,2020,Tesla Model S,1215
3150,Oregon,2020,Tesla Model X,840
3151,Oregon,2020,Tesla Model Y,74
3152,Oregon,2020,Tesla Roadster,6
3153,Oregon,2020,Th!nk City,84
3154,Oregon,2020,Toyota Prius Plug-in,352
3155,Oregon,2020,Toyota Prius Prime,884
3156,Oregon,2020,Toyota RAV4 EV,22
3157,Oregon,2020,Volkswagen e-Golf,566
3158,Oregon,2020,Volvo S60 Plug In,10
3159,Oregon,2020,Volvo S90 Plug In,3
3160,Oregon,2020,Volvo XC60 Plug In,67
3161,Oregon,2020,Volvo XC90 Plug In,95
3162,Texas,1970,Audi A3 Plug In,241
3163,Texas,1970,Audi A8 Plug In,9
3164,Texas,1970,Audi Q5 Plug In,279
3165,Texas,1970,Audi e-tron,1362
3166,Texas,1970,Audi e-tron Sportback,96
3167,Texas,1970,BMW 3-Series Plug in,666
3168,Texas,1970,BMW 5-Series Plug in,644
3169,Texas,1970,BMW 7-Series Plug in,81
3170,Texas,1970,BMW X3,361
3171,Texas,1970,BMW X5,1508
3172,Texas,1970,BMW i3,1154
3173,Texas,1970,BMW i3 REx,1265
3174,Texas,1970,BMW i8,594
3175,Texas,1970,Bentley Bentayga,4
3176,Texas,1970,Cadillac CT6,74
3177,Texas,1970,Cadillac ELR,234
3178,Texas,1970,Chevrolet Bolt EV,4227
3179,Texas,1970,Chevrolet Spark,350
3180,Texas,1970,Chevrolet Volt,6810
3181,Texas,1970,Chrysler Pacifica,1673
3182,Texas,1970,E-Ride EXV,3
3183,Texas,1970,Fiat 500e,1232
3184,Texas,1970,Fisker Karma,80
3185,Texas,1970,Ford C-Max Energi,1588
3186,Texas,1970,Ford Focus EV,160
3187,Texas,1970,Ford Fusion Energi,3609
3188,Texas,1970,Ford Mustang Mach-E,1
3189,Texas,1970,Ford Ranger,4
3190,Texas,1970,Ford Think Neighbor,32
3191,Texas,1970,GEM NEV,169
3192,Texas,1970,HINO 195,11
3193,Texas,1970,Honda Accord Plug In,16
3194,Texas,1970,Honda Clarity BEV,2
3195,Texas,1970,Honda Clarity Plug In,1231
3196,Texas,1970,Hyundai Ioniq EV,44
3197,Texas,1970,Hyundai Ioniq Plug In,64
3198,Texas,1970,Hyundai Kona Electric,72
3199,Texas,1970,Hyundai Sonata Plug In,673
3200,Texas,1970,Jaguar I-Pace,295
3201,Texas,1970,Karma Revero,28
3202,Texas,1970,Kia Niro EV,545
3203,Texas,1970,Kia Niro Plug In,885
3204,Texas,1970,Kia Optima Plug In,259
3205,Texas,1970,Kia Soul EV,149
3206,Texas,1970,Land Rover Range Rover Plug In,144
3207,Texas,1970,Lincoln Aviator Plug In,293
3208,Texas,1970,Mercedes B-Class Electric,88
3209,Texas,1970,Mercedes C350e Plug In,60
3210,Texas,1970,Mercedes GLC 350e Hybrid,116
3211,Texas,1970,Mercedes GLE55e,50
3212,Texas,1970,Mercedes S550e,63
3213,Texas,1970,Miles ZX40ST,4
3214,Texas,1970,Mini Countryman Plug In,108
3215,Texas,1970,Mini Hardtop 2 Door EV,77
3216,Texas,1970,Mitsubishi Outlander Plug In,438
3217,Texas,1970,Mitsubishi i,122
3218,Texas,1970,Nissan Leaf,5281
3219,Texas,1970,Porsche 918 Spyder,4
3220,Texas,1970,Porsche Cayenne S E-Hybrid,753
3221,Texas,1970,Porsche Panamera S E-Hybrid,376
3222,Texas,1970,Porsche Taycan,598
3223,Texas,1970,Smart forTwo EV,293
3224,Texas,1970,Smart forTwo EV Cabrio,40
3225,Texas,1970,Smith EV,2
3226,Texas,1970,Subaru Crosstrek Hybrid,23
3227,Texas,1970,Tesla Model 3,42450
3228,Texas,1970,Tesla Model S,14548
3229,Texas,1970,Tesla Model X,8800
3230,Texas,1970,Tesla Model Y,8525
3231,Texas,1970,Tesla Roadster,60
3232,Texas,1970,Toyota Prius Plug-in,376
3233,Texas,1970,Toyota Prius Prime,2934
3234,Texas,1970,Toyota RAV4 EV,9
3235,Texas,1970,Toyota RAV4 Prime,72
3236,Texas,1970,Volkswagen e-Golf,187
3237,Texas,1970,Volvo S60 Plug In,598
3238,Texas,1970,Volvo S90 Plug In,44
3239,Texas,1970,Volvo XC60 Plug In,278
3240,Texas,1970,Volvo XC90 Plug In,499
3241,Texas,1970,Wheego Life,3
3242,Vermont,2003,GEM NEV,44
3243,Vermont,2005,GEM NEV,2
3244,Vermont,2006,GEM NEV,2
3245,Vermont,2007,GEM NEV,6
3246,Vermont,2008,GEM NEV,4
3247,Vermont,2008,Nissan Leaf,2
3248,Vermont,2008,Tesla Roadster,2
3249,Vermont,2009,GEM NEV,2
3250,Vermont,2010,Tesla Roadster,2
3251,Vermont,2011,Azure Transit Connect,2
3252,Vermont,2011,Chevrolet Volt,10
3253,Vermont,2011,GEM NEV,2
3254,Vermont,2011,Tesla Roadster,4
3255,Vermont,2011,Toyota Prius Prime,2
3256,Vermont,2012,Chevrolet Volt,16
3257,Vermont,2012,Ford C-Max Energi,2
3258,Vermont,2012,Ford Focus EV,2
3259,Vermont,2012,GEM NEV,4
3260,Vermont,2012,Miles ZX40ST,6
3261,Vermont,2012,Mitsubishi i,4
3262,Vermont,2012,Nissan Leaf,4
3263,Vermont,2012,Tesla Model S,4
3264,Vermont,2012,Tesla Roadster,2
3265,Vermont,2012,Toyota Prius Plug-in,60
3266,Vermont,2013,Chevrolet Volt,36
3267,Vermont,2013,Ford C-Max Energi,14
3268,Vermont,2013,Ford Fusion Energi,4
3269,Vermont,2013,GEM NEV,2
3270,Vermont,2013,Miles ZX40ST,6
3271,Vermont,2013,Mitsubishi i,22
3272,Vermont,2013,Nissan Leaf,13
3273,Vermont,2013,Smart forTwo EV,1
3274,Vermont,2013,Tesla Model S,5
3275,Vermont,2013,Toyota Prius Plug-in,69
3276,Vermont,2014,BMW i3,4
3277,Vermont,2014,BMW i3 REx,4
3278,Vermont,2014,Cadillac ELR,1
3279,Vermont,2014,Chevrolet Volt,38
3280,Vermont,2014,Ford C-Max Energi,16
3281,Vermont,2014,Ford Focus EV,2
3282,Vermont,2014,Ford Fusion Energi,4
3283,Vermont,2014,GEM NEV,2
3284,Vermont,2014,Mitsubishi i,6
3285,Vermont,2014,Nissan Leaf,15
3286,Vermont,2014,Smart forTwo EV,2
3287,Vermont,2014,Tesla Model S,10
3288,Vermont,2014,Toyota Prius Plug-in,32
3289,Vermont,2015,Audi A3 Plug In,2
3290,Vermont,2015,BMW i3 REx,4
3291,Vermont,2015,BMW i8,2
3292,Vermont,2015,Chevrolet Volt,94
3293,Vermont,2015,Ford C-Max Energi,72
3294,Vermont,2015,Ford Focus EV,5
3295,Vermont,2015,Ford Fusion Energi,34
3296,Vermont,2015,GEM NEV,4
3297,Vermont,2015,Kia Soul EV,2
3298,Vermont,2015,Mitsubishi i,2
3299,Vermont,2015,Nissan Leaf,30
3300,Vermont,2015,Tesla Model S,49
3301,Vermont,2015,Toyota Prius Plug-in,69
3302,Vermont,2015,Volkswagen e-Golf,1
3303,Vermont,2016,Audi A3 Plug In,30
3304,Vermont,2016,BMW X5,18
3305,Vermont,2016,BMW i3,2
3306,Vermont,2016,BMW i3 REx,14
3307,Vermont,2016,BMW i8,2
3308,Vermont,2016,Chevrolet Volt,174
3309,Vermont,2016,Ford C-Max Energi,255
3310,Vermont,2016,Ford Focus EV,10
3311,Vermont,2016,Ford Fusion Energi,126
3312,Vermont,2016,GEM NEV,6
3313,Vermont,2016,Honda Accord Plug In,2
3314,Vermont,2016,Hyundai Sonata Plug In,2
3315,Vermont,2016,Mitsubishi i,6
3316,Vermont,2016,Nissan Leaf,68
3317,Vermont,2016,Porsche Cayenne S E-Hybrid,2
3318,Vermont,2016,Smart forTwo EV,2
3319,Vermont,2016,Tesla Model S,45
3320,Vermont,2016,Tesla Model X,32
3321,Vermont,2016,Toyota Prius Plug-in,142
3322,Vermont,2016,Toyota Prius Prime,36
3323,Vermont,2016,Volkswagen e-Golf,26
3324,Vermont,2016,Volvo XC90 Plug In,12
3325,Vermont,2017,Audi A3 Plug In,11
